"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Saucedo, Tayler",642048,"L","CH",199,"85.9",2202,"19.3",0.8788266295730557,0.9300809189202274,110.11420485304633,92.77506879093512,"Changeup",93,135,180,17.33913606211121,17.339136062111205,-45,2,15,3,0,0,45,"2:15","3:00","-0H 45M"
,"Schmidt, Clarke",657376,"R","CH",40,"89.4",2124,"9.1",0.42597285064678175,0.47408676857988136,242.50232622814738,260.34769646466447,"Changeup",47,600,555,-17.845370236517084,17.84537023651711,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Schreiber, John",670167,"R","CH",35,"88.3",1667,"15.9",0.8293585864595778,0.7749864274735967,252.73857122701065,286.6328594548226,"Changeup",77,570,510,-33.894288227811955,33.89428822781198,60,9,30,8,30,1,0,"9:30","8:30","+1H 00M"
,"Seabold, Connor",657756,"R","CH",206,"80.6",1892,"14",0.7430133092516363,0.880655757531695,274.6079646788517,266.9018770819298,"Changeup",88,525,540,7.706087596921918,7.7060875969219245,-15,8,45,9,0,0,15,"8:45","9:00","-0H 15M"
,"Smeltzer, Devin",656970,"L","CH",94,"82.5",1516,"13.4",0.711848697366769,0.8205840967542447,121.08544059667977,88.71624949453539,"Changeup",82,120,180,32.369191102144384,32.369191102144384,-60,2,0,3,0,1,0,"2:00","3:00","-1H 00M"
,"Soriano, George",666277,"R","CH",182,"88.9",2037,"19.1",0.9212154033806634,0.9116648996776647,243.8350717690301,265.83924141780744,"Changeup",91,585,555,-22.00416964877735,22.004169648777303,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Soroka, Michael",647336,"R","CH",98,"82",2265,"20.6",0.9372645550723611,0.9787317732662939,235.59318227183022,232.39357105330015,"Changeup",98,615,615,3.199611218530066,3.199611218530079,0,10,15,10,15,0,0,"10:15","10:15"," 0H 00M"
,"Stratton, Chris",608717,"R","CH",94,"86.8",2188,"13.9",0.6520277376956706,0.7100611223665442,228.51375437712278,264.3181532704033,"Changeup",71,630,555,-35.804398893280506,35.80439889328052,75,10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Stripling, Ross",548389,"R","CH",341,"83.7",1690,"13.6",0.6952360946369119,0.8880513040647267,218.31091709796058,221.6228443971396,"Changeup",89,645,630,-3.3119272991790183,3.311927299178987,15,10,45,10,30,0,15,"10:45","10:30","+0H 15M"
,"Suárez, Andrew",605498,"L","CH",95,"83.6",1923,"18.6",0.9178090058584117,0.9883123087138578,128.076367852781,127.5219676465556,"Changeup",99,105,105,0.5544002062254094,0.554400206225395,0,1,45,1,45,0,0,"1:45","1:45"," 0H 00M"
,"Suárez, Ranger",624133,"L","CH",366,"82.9",1447,"14.9",0.8292752028711824,0.9391438619724837,121.13413927067108,102.84581169041029,"Changeup",94,120,150,18.2883275802608,18.288327580260802,-30,2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Valdez, Framber",664285,"L","CH",431,"90.1",1678,"16.9",0.895516813877494,0.8507227062385275,131.77921585280632,102.1210058855201,"Changeup",85,90,150,29.65820996728621,29.658209967286222,-60,1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Vásquez, Randy",681190,"R","CH",79,"87.8",2013,"19.4",0.9412944885719097,0.9687740931910674,247.38255867374858,260.88467634789924,"Changeup",97,585,555,-13.502117674150668,13.50211767415065,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Walter, Brandon",687888,"L","CH",58,"82.7",2231,"18.5",0.853213781981503,0.8911241363623121,81.99397860546951,90.16403624985489,"Changeup",89,195,180,-8.17005764438538,8.170057644385375,15,3,15,3,0,0,15,"3:15","3:00","+0H 15M"
,"Williams, Devin",642207,"R","CH",544,"83.8",2683,"21.4",0.9046800968645431,0.9054420643676595,278.62751529228404,281.37261472177636,"Changeup",91,525,510,-2.7450994294923134,2.7450994294923006,15,8,45,8,30,0,15,"8:45","8:30","+0H 15M"
,"Williams, Gavin",668909,"R","CH",77,"88.5",1893,"18.3",0.9217013271457689,0.9943664715187045,238.17394892802432,244.70821008037785,"Changeup",99,600,585,-6.534261152353537,6.534261152353534,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Yarbrough, Ryan",642232,"L","CH",257,"78.5",1928,"16.9",0.8124455170122155,0.9498403429572041,93.61285331154657,101.68533669354619,"Changeup",95,180,150,-8.072483381999618,8.072483381999634,30,3,0,2,30,0,30,"3:00","2:30","+0H 30M"
,"Acevedo, Domingo",642758,"R","CH",34,"86.4",1855,"20.8",0.9997980984788852,0.9930534219682501,251.45067811247105,254.1972203030183,"Changeup",99,570,570,-2.7465421905472454,2.746542190547233,0,9,30,9,30,0,0,"9:30","9:30"," 0H 00M"
,"Alcantara, Sandy",645261,"R","CH",726,"91.1",1968,"17.4",0.8641923018142184,0.902973275887809,237.17599586887766,262.23991198006604,"Changeup",90,600,555,-25.063916111188377,25.06391611118831,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Alexander, Scott",518397,"L","CH",49,"85.9",1515,"12",0.67325922752906,0.8233345129231937,128.62354959048184,101.10094214635149,"Changeup",82,105,165,27.522607444130358,27.522607444130355,-60,1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Alexander, Tyler",641302,"L","CH",115,"82.7",1511,"15.6",0.8545074790918262,0.9762682374174608,127.79348082477149,114.20486573213046,"Changeup",98,105,135,13.588615092641035,13.588615092641023,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Andrews, Clayton",677076,"L","CH",28,"82.4",2047,"17.5",0.8259206177034167,0.9365947637246383,96.98376775281714,93.57636254165193,"Changeup",94,165,180,3.4074052111652122,3.4074052111652287,-15,2,45,3,0,0,15,"2:45","3:00","-0H 15M"
,"Bellatti, Andrew",571479,"R","CH",25,"88.7",1763,"18.3",0.947478525444274,0.9459861258377272,241.22635848871968,261.1325061162014,"Changeup",95,600,555,-19.906147627481715,19.906147627481698,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Canning, Griffin",656288,"R","CH",385,"90.2",1805,"17.6",0.9054310218994903,0.8818947084967067,232.99827038465742,259.4995144428914,"Changeup",88,615,555,-26.501244058233965,26.50124405823393,60,10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Carrasco, Carlos",471911,"R","CH",428,"87.2",1369,"8.9",0.5238494830429529,0.682258811093769,233.59035097976155,272.5271784314414,"Changeup",68,615,540,-38.936827451679875,38.93682745167985,75,10,15,9,0,1,15,"10:15","9:00","+1H 15M"
,"Criswell, Cooper",681867,"R","CH",62,"83.5",1527,"16.7",0.8910080620019425,0.873529318351911,263.2940403800749,292.23805214807703,"Changeup",87,555,495,-28.944011768002156,28.944011768002166,60,9,15,8,15,1,0,"9:15","8:15","+1H 00M"
,"Crochet, Garrett",676979,"L","CH",19,"90.7",1993,"18.4",0.8982037021352928,0.9917968969658371,126.73980111821083,119.57019084044637,"Changeup",99,105,120,7.169610277764463,7.16961027776443,-15,1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"Díaz, Jhonathan",646242,"L","CH",29,"81.9",1768,"14.5",0.7151688776147417,0.8570832838645377,116.70159811816535,94.71115560194694,"Changeup",86,120,165,21.99044251621841,21.99044251621844,-45,2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Estévez, Carlos",608032,"R","CH",66,"89.5",1564,"14.9",0.8089130720762732,0.9400310681661537,231.5568097021531,236.6919449168514,"Changeup",94,615,600,-5.135135214698323,5.1351352146983436,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Garrett, Braxton",666129,"L","CH",195,"84.2",1461,"15.3",0.8480846445593809,0.8924279558904643,119.82297734635179,92.36225449823978,"Changeup",89,120,180,27.460722848112013,27.46072284811202,-60,2,0,3,0,1,0,"2:00","3:00","-1H 00M"
,"Germán, Domingo",593334,"R","CH",339,"85.8",2392,"19.9",0.8725602655934223,0.8886431909537122,226.81547658483515,245.90550735486855,"Changeup",89,630,585,-19.090030770033394,19.090030770033376,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Gillaspie, Logan",670810,"R","CH",32,"88.1",1574,"16.7",0.8930290012193142,0.9866515752903414,244.16801708210681,255.09719358641115,"Changeup",99,585,570,-10.929176504304337,10.929176504304355,15,9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Hancock, Emerson",676106,"R","CH",25,"84.5",1798,"17.1",0.8593286159154545,0.9625608100001638,269.1456452633905,276.127256981679,"Changeup",96,540,525,-6.981611718288491,6.981611718288538,15,9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Honeywell, Brent",641703,"R","CH",241,"87.3",1712,"14.8",0.7727333357057606,0.944104099276348,248.85893349329623,253.07189225494852,"Changeup",94,585,570,-4.212958761652288,4.212958761652247,15,9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Iglesias, Raisel",628452,"R","CH",303,"89.4",1932,"16.3",0.8329101630553575,0.8351523448890228,240.97934895415816,258.6025155560176,"Changeup",84,600,570,-17.623166601859424,17.62316660185944,30,10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Javier, Cristian",664299,"R","CH",116,"83.7",2398,"17.8",0.7761350275186795,0.8428048039789506,248.07781908098258,250.07275340868225,"Changeup",84,585,585,-1.9949343276996672,1.9949343276997205,0,9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Kershaw, Clayton",477132,"L","CH",32,"84.6",1797,"18.5",0.9227972755546899,0.9613828041857985,156.4792619197388,139.0412231286005,"Changeup",96,765,75,17.438038791138297,17.43803879113828,-30,12,45,1,15,0,30,"12:45","1:15","-0H 30M"
,"Lynch IV, Daniel",663738,"L","CH",224,"84.1",1632,"14.9",0.79476040968931,0.9317452410468557,127.16551383846857,121.43437317884161,"Changeup",93,105,120,5.731140659626959,5.731140659626942,-15,1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"López, Reynaldo",625643,"R","CH",64,"88.5",1687,"16.6",0.8740509810308059,0.9632571863545044,220.20800918360908,233.446801184806,"Changeup",96,645,615,-13.238792001196913,13.238792001196877,30,10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Machado, Andrés",600921,"R","CH",210,"89.7",1717,"15.5",0.8155712301272247,0.9155122388794947,231.1432769418319,256.6549823125458,"Changeup",92,615,570,-25.511705370713912,25.51170537071394,45,10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Muckenhirn, Zach",669105,"L","CH",20,"83.8",1302,"13.6",0.7925919682681316,0.9377518441032167,129.9784220423488,113.23901287203428,"Changeup",94,105,135,16.739409170314516,16.73940917031452,-30,1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Nogosek, Stephen",668665,"R","CH",19,"86.8",1516,"15.3",0.8284046853426845,0.9184195396643445,220.52791186744105,243.43452694084291,"Changeup",92,645,600,-22.906615073401866,22.906615073401863,45,10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Ramírez, Erasmo",541640,"R","CH",72,"84.3",1677,"15.6",0.7998428664809285,0.9223843127755477,224.78248256585567,249.18683322446304,"Changeup",92,630,585,-24.40435065860737,24.404350658607342,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Reid-Foley, Sean",656887,"R","CH",23,"88.8",1380,"9.5",0.5699349310992328,0.7247421164673646,224.7584450186872,260.41771509164107,"Changeup",72,630,555,-35.65927007295386,35.659270072953895,75,10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Richards, Trevor",670950,"R","CH",758,"82.5",2572,"16.5",0.6996511593308385,0.685192555463646,253.66710167807832,264.8313306383561,"Changeup",69,570,555,-11.164228960277796,11.164228960277843,15,9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Richardson, Lyon",680689,"R","CH",86,"88",1733,"15.8",0.8470340074226653,0.9307272664251551,246.23524513703376,264.22657890113805,"Changeup",93,585,555,-17.991333764104297,17.991333764104347,30,9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Robertson, David",502085,"R","CH",14,"87.7",2164,"15.9",0.7359651021314462,0.7716276552859249,222.93939830006718,253.91360271740652,"Changeup",77,630,570,-30.974204417339337,30.974204417339323,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Rosenberg, Kenny",670046,"L","CH",194,"80.6",1531,"14.5",0.7669744249904755,0.9901833865928806,135.7534879374128,132.50298094300905,"Changeup",99,90,90,3.2505069944037643,3.250506994403772,0,1,30,1,30,0,0,"1:30","1:30"," 0H 00M"
,"Salazar, Eduardo",674285,"R","CH",12,"86.8",1813,"17.1",0.8739837472368812,0.8899685435641757,239.54338229752577,259.00562814062977,"Changeup",89,600,555,-19.462245843104,19.46224584310399,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Scholtens, Jesse",669947,"R","CH",49,"85.5",1366,"11.1",0.6546781805036903,0.769565782407592,198.11978539588569,234.83099740527086,"Changeup",77,690,615,-36.71121200938518,36.71121200938517,75,11,30,10,15,1,15,"11:30","10:15","+1H 15M"
,"Schoop, Jonathan",570731,"R","CH",10,"69.4",1717,"17.4",0.8217444728253132,0.9594365635945542,227.01293778203146,219.58640837498282,"Changeup",96,630,645,7.426529407048633,7.426529407048643,-15,10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Springs, Jeffrey",605488,"L","CH",71,"80.3",1423,"14.8",0.7957745436648973,0.8972088431483595,132.9566886728629,105.33875338330404,"Changeup",90,90,150,27.617935289558858,27.617935289558844,-60,1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Stallings, Jacob",607732,"R","CH",32,"53.5",1500,"20",0.8747183649725238,0.9845885348942502,230.86826046038607,225.75046957720463,"Changeup",98,615,630,5.117790883181442,5.117790883181383,-15,10,15,10,30,0,15,"10:15","10:30","-0H 15M"
,"Strider, Spencer",675911,"R","CH",224,"87",2258,"19",0.882393605072077,0.9767916646873996,223.1492912084326,233.18075995918707,"Changeup",98,630,615,-10.03146875075447,10.031468750754485,15,10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Taillon, Jameson",592791,"R","CH",78,"86.5",1867,"17.5",0.8726635224304615,0.9856319661460915,228.86648241175766,240.05056393224027,"Changeup",99,615,600,-11.184081520482607,11.184081520482605,15,10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Velasquez, Vince",592826,"R","CH",77,"88.5",1592,"13.3",0.7404226309793233,0.9037311251931051,228.02347025492338,247.1707288024391,"Changeup",90,630,585,-19.14725854751572,19.147258547515726,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Wainwright, Adam",425794,"R","CH",89,"81.4",1655,"16.7",0.8723289231027574,0.9162683409170735,224.9631235415082,243.55754058927582,"Changeup",92,630,600,-18.59441704776762,18.59441704776766,30,10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Wesneski, Hayden",669713,"R","CH",66,"84.6",1579,"15.6",0.831401223040601,0.9150715126188761,243.19396971019535,264.52085889869096,"Changeup",92,600,555,-21.326889188495613,21.326889188495635,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Williams, Trevor",592866,"R","CH",418,"83.3",1687,"15.2",0.783471007961666,0.9018873904172264,243.41755206510499,263.8024951478537,"Changeup",90,600,555,-20.38494308274869,20.384943082748705,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Willingham, Amos",686294,"R","CH",12,"88.3",1671,"17",0.9113818661626939,0.9576773572252611,221.69540241128095,237.7983816804694,"Changeup",96,630,600,-16.102979269188438,16.102979269188452,30,10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Winckowski, Josh",670174,"R","CH",76,"92.9",1670,"17.7",0.9531525192464414,0.9084363303480417,234.02085353174888,261.78290772820907,"Changeup",91,615,555,-27.762054196460184,27.7620541964602,60,10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Yacabonis, Jimmy",642231,"R","CH",19,"85.7",1741,"18.2",0.9293771716405447,0.9815261690718917,260.4395683057826,270.8938358860632,"Changeup",98,555,540,-10.4542675802806,10.454267580280565,15,9,15,9,0,0,15,"9:15","9:00","+0H 15M"
,"Balazovic, Jordan",666364,"R","CH",34,"88.6",1492,"13",0.759306975671785,0.928604708630474,223.23064830515955,243.2875859609774,"Changeup",93,630,600,-20.056937655817848,20.05693765581785,30,10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Cabrera, Génesis",650893,"L","CH",39,"88.8",1674,"17",0.9115113408418342,0.9859445853169522,130.31407791887497,119.32030990124414,"Changeup",99,105,120,10.993768017630828,10.993768017630826,-15,1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"Contreras, Roansy",672710,"R","CH",44,"89.4",2040,"18.8",0.908297013471903,0.9796043184250064,227.25292365027195,240.89514082967125,"Changeup",98,630,600,-13.642217179399296,13.642217179399294,30,10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Edwards Jr., Carl",605218,"R","CH",101,"90",1749,"15.7",0.8258913871036264,0.7956812631159877,204.55982998217112,237.1833172515042,"Changeup",80,675,600,-32.62348726933308,32.62348726933311,75,11,15,10,0,1,15,"11:15","10:00","+1H 15M"
,"González, Victor",624647,"L","CH",31,"87.2",1839,"15.4",0.7799957487163774,0.981942858689461,102.1057407696301,94.79819665723826,"Changeup",98,150,165,7.307544112391838,7.3075441123918194,-15,2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"Graveman, Kendall",608665,"R","CH",100,"88.4",1715,"15.6",0.8134003023932318,0.8940093612268142,226.98038245321231,253.9339018935704,"Changeup",89,630,570,-26.953519440358093,26.953519440358075,60,10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Heasley, Jonathan",669169,"R","CH",23,"86",1861,"15.4",0.7856992345098573,0.9765652516142862,236.72806823677246,245.9413190128892,"Changeup",98,600,585,-9.213250776116752,9.21325077611678,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Kaprielian, James",621076,"R","CH",80,"83.3",1280,"11.6",0.674034715937493,0.6531654675201073,237.81378218709412,266.0542955686156,"Changeup",65,600,555,-28.24051338152148,28.240513381521524,45,10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Lorenzen, Michael",547179,"R","CH",508,"84.5",2093,"18.6",0.8784034475173723,0.985260873300158,239.5631290269469,244.5884146355648,"Changeup",99,600,585,-5.025285608617878,5.025285608617862,15,10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"McCaughan, Darren",670766,"R","CH",13,"80.4",1336,"15.3",0.8393489648495296,0.9932054003638828,263.0869396959836,269.874655827615,"Changeup",99,555,540,-6.787716131631441,6.787716131631466,15,9,15,9,0,0,15,"9:15","9:00","+0H 15M"
,"McClanahan, Shane",663556,"L","CH",466,"86.9",1605,"18.1",0.9599887120703147,0.9861485480898747,118.79517253914894,106.59879612144817,"Changeup",99,120,150,12.196376417700762,12.196376417700773,-30,2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Middleton, Keynan",641871,"R","CH",364,"87.7",1875,"15.8",0.7932692303348724,0.8482002983228656,223.76107313203516,250.16548225471863,"Changeup",85,630,585,-26.40440912268346,26.404409122683447,45,10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Pérez, Francisco",660906,"L","CH",58,"86.8",1807,"17.2",0.870900798740701,0.9439132776491588,146.50403738224327,130.3150248266678,"Changeup",94,60,105,16.18901255557546,16.18901255557547,-45,1,0,1,45,0,45,"1:00","1:45","-0H 45M"
,"Rodríguez, Joely",570257,"L","CH",85,"86.4",1084,"11.8",0.7731400979099667,0.9833380076496326,104.96301465908469,86.28655680905382,"Changeup",98,150,180,18.67645785003087,18.67645785003086,-30,2,30,3,0,0,30,"2:30","3:00","-0H 30M"
,"Rodríguez, José",642578,"R","CH",11,"87.1",1980,"12.5",0.61774607880289,0.5529768220208633,241.02555088581224,274.0745624256942,"Changeup",55,600,525,-33.049011539881946,33.049011539881924,75,10,0,8,45,1,15,"10:00","8:45","+1H 15M"
,"Rodríguez, Yerry",666720,"R","CH",20,"85.9",1827,"19",0.9542069873586064,0.9948341697150064,245.71199843142205,243.5765104548719,"Changeup",99,585,600,2.135487976550138,2.1354879765500896,-15,9,45,10,0,0,15,"9:45","10:00","-0H 15M"
